190,24,1.01,1570.77,3839.99,590.23,1,0,0,0
191,24,1.01,1534.33,3839.99,626.67,1,0,0,0
192,24,1.01,1527.22,3839.99,633.78,1,0,0,0
193,24,1.01,1462.93,3839.99,698.07,1,0,0,0
194,24,1.01,1464.69,3839.99,696.31,1,0,0,0
195,24,1.01,1442.81,3839.99,718.19,1,0,0,0
196,24,24.05,1432.11,3816.95,728.89,1,0,0,0
197,24,50.78,1379.98,3790.22,781.02,1,0,0,0
198,24,53.76,1330.08,3787.24,830.92,1,0,0,0
199,24,44.41,1281.78,3796.59,879.22,1,0,0,0
200,24,36.46,1252.35,3804.54,908.65,1,0,0,0
201,24,51.25,1243.25,3789.75,917.75,1,0,0,0
202,24,71.49,1236.97,3769.51,924.03,1,0,0,0
203,24,89.39,1201.74,3751.61,959.26,1,0,0,0
204,24,118.83,1179.56,3722.17,981.44,1,0,0,0
205,24,136.31,1154.21,3704.69,1006.79,1,0,0,0
206,24,143.14,1145.34,3697.86,1015.66,1,0,0,0
207,24,153.32,1133.91,3687.68,1027.09,1,0,0,0
208,24,164.33,1107.87,3676.67,1053.13,1,0,0,0
209,24,177.50,1076.14,3663.50,1084.86,1,0,0,0
210,24,187.32,1069.14,3653.68,1091.86,1,0,0,0
211,24,207.96,1042.25,3633.04,1118.75,1,0,0,0
212,24,232.75,1015.78,3608.25,1145.22,1,0,0,0
213,24,253.93,975.55,3587.07,1185.45,1,0,0,0
214,24,268.27,993.13,3572.73,1167.87,1,0,0,0
215,24,281.95,1036.71,3559.05,1124.29,1,0,0,0
216,24,281.27,1056.14,3559.73,1104.86,1,0,0,0
217,24,298.35,1026.80,3542.65,1134.20,1,0,0,0
218,24,318.98,968.53,3522.02,1192.47,1,0,0,0
219,24,342.92,956.54,3475.22,1204.46,1,0,0,0
220,24,362.36,920.48,3440.96,1220.99,1,0,0,0
221,24,376.10,833.73,3418.64,1303.76,1,0,0,0
222,24,382.89,760.90,3408.04,1382.45,1,0,0,0
223,24,406.82,718.47,3358.76,1417.74,1,0,0,0
224,24,423.60,676.77,3333.06,1461.26,1,0,0,0
225,24,438.45,644.63,3314.96,1486.56,1,0,0,0
226,24,457.03,622.00,3280.11,1498.09,1,0,0,0
227,24,463.40,612.09,3261.93,1500.41,1,0,0,0
228,24,487.05,622.12,3224.56,1486.89,1,0,0,0
229,24,508.05,598.48,3190.24,1498.91,1,0,0,0
230,24,529.07,610.50,3164.13,1465.92,1,0,0,0
231,24,540.59,618.29,3148.82,1446.55,1,0,0,0
232,24,551.43,623.97,3133.66,1429.94,1,0,0,0
233,24,561.34,631.83,3109.64,1408.59,1,0,0,0
234,24,565.17,635.61,3088.56,1387.03,1,0,0,0
235,24,572.60,635.53,3074.43,1366.72,1,0,0,0
236,24,580.84,635.93,3057.50,1338.09,1,0,0,0
237,24,594.70,643.90,3028.65,1310.54,1,0,0,0
238,24,604.41,632.72,3008.10,1303.08,1,0,0,0
239,24,610.72,626.14,2977.85,1265.19,1,0,0,0
240,24,612.71,616.89,2945.70,1232.36,1,0,0,0
241,24,617.44,601.50,2922.54,1217.67,1,0,0,0
242,24,621.73,589.54,2911.14,1189.76,1,0,0,0
243,24,618.87,591.13,2906.22,1146.07,1,0,0,0
244,24,622.08,577.37,2901.42,1108.77,1,0,0,0
245,24,625.96,561.96,2890.76,1073.82,1,0,0,0
246,24,636.10,549.05,2870.73,1079.04,1,0,0,0
247,24,644.05,530.15,2854.09,1043.45,1,0,0,0
248,24,653.62,513.98,2840.81,1008.08,1,0,0,0
249,24,644.54,506.65,2849.49,990.76,1,0,0,0
250,24,646.54,491.25,2849.17,974.49,1,0,0,0
251,24,652.06,476.57,2843.53,984.11,1,0,0,0
252,24,655.13,464.16,2843.75,986.84,1,0,0,0
253,24,663.71,455.99,2832.27,988.35,1,0,0,0
254,24,665.79,446.86,2826.81,993.50,1,0,0,0
255,24,666.32,437.05,2827.93,994.08,1,0,0,0
256,24,669.41,424.48,2829.92,997.34,1,0,0,0
257,24,681.01,420.56,2820.10,995.23,1,0,0,0
258,24,691.50,411.84,2816.20,993.31,1,0,0,0
259,24,692.26,405.57,2822.27,997.51,1,0,0,0
260,24,698.02,400.67,2825.34,985.71,1,0,0,0
261,24,710.28,398.82,2813.43,970.77,1,0,0,0
262,24,717.87,393.11,2802.70,971.33,1,0,0,0
263,24,725.91,386.25,2784.78,945.55,1,0,0,0
264,24,741.13,373.90,2765.37,942.73,1,0,0,0
265,24,753.34,366.89,2753.19,935.74,1,0,0,0
266,24,762.50,361.23,2745.35,929.88,1,0,0,0
267,24,769.39,357.83,2735.16,924.69,1,0,0,0
268,24,773.08,353.94,2727.44,920.00,1,0,0,0
269,24,771.12,349.76,2724.20,917.72,1,0,0,0
270,24,778.36,347.91,2711.12,915.07,1,0,0,0
271,24,793.52,350.53,2669.72,906.33,1,0,0,0
272,24,794.72,341.39,2662.30,903.16,1,0,0,0
273,24,801.46,340.33,2648.44,891.40,1,0,0,0
274,24,809.74,332.85,2625.94,890.27,1,0,0,0
275,24,817.27,328.92,2599.42,884.03,1,0,0,0
276,24,826.61,323.30,2564.44,878.86,1,0,0,0
277,24,831.63,317.89,2544.03,874.57,1,0,0,0
278,24,836.86,313.96,2526.77,870.50,1,0,0,0
279,24,839.46,302.33,2519.70,876.74,1,0,0,0
280,24,840.87,298.19,2515.14,874.30,1,0,0,0
281,24,845.50,293.04,2505.05,871.52,1,0,0,0
282,24,854.40,254.90,2490.40,901.67,1,0,0,0
283,24,857.78,213.01,2484.17,944.60,1,0,0,0
284,24,864.23,180.83,2481.83,980.53,1,0,0,0
285,24,863.76,164.84,2494.01,987.64,1,0,0,0
286,24,859.57,150.00,2501.62,998.08,1,0,0,0
287,24,866.32,140.15,2494.59,1003.18,1,0,0,0
288,24,869.86,134.91,2489.24,1004.73,1,0,0,0
289,24,873.78,125.43,2480.93,1009.14,1,0,0,0
290,24,872.98,120.38,2475.93,1009.13,1,0,0,0
291,24,876.17,121.66,2467.00,1001.76,1,0,0,0
292,24,882.62,118.65,2455.04,996.52,1,0,0,0
293,24,887.94,120.11,2448.46,985.42,1,0,0,0
294,24,890.33,125.44,2442.18,968.99,1,0,0,0
295,24,891.41,130.46,2438.54,954.92,1,0,0,0
296,24,890.37,138.16,2438.11,942.70,1,0,0,0
297,24,897.70,149.97,2427.06,928.05,1,0,0,0
298,24,900.42,157.93,2417.02,915.48,1,0,0,0
299,24,907.47,183.27,2409.26,883.12,1,0,0,0
300,24,914.09,189.31,2399.18,869.96,1,0,0,0
301,24,919.01,196.87,2387.44,854.35,1,0,0,0
302,24,925.60,202.07,2379.07,839.36,1,0,0,0
303,24,930.00,199.87,2370.42,834.30,1,0,0,0
304,24,935.41,197.31,2358.79,828.10,1,0,0,0
305,24,936.99,196.28,2347.53,820.05,1,0,0,0
306,24,942.73,197.21,2327.40,805.57,1,0,0,0
307,24,951.05,194.36,2300.05,796.43,1,0,0,0
308,24,956.94,189.58,2269.24,796.33,1,0,0,0
309,24,960.41,185.82,2253.73,795.94,1,0,0,0
310,24,967.04,183.90,2242.45,786.70,1,0,0,0
311,24,972.47,180.63,2232.47,785.35,1,0,0,0
312,24,974.63,177.48,2225.81,782.41,1,0,0,0
313,24,984.16,176.70,2213.33,776.51,1,0,0,0
314,24,988.79,177.64,2201.21,769.38,1,0,0,0
315,24,993.79,177.05,2190.27,764.14,1,0,0,0
316,24,1000.16,176.61,2180.51,761.03,1,0,0,0
317,24,996.22,176.42,2181.64,758.44,1,0,0,0
